Groupe;Numéro;Libellé groupe;Sexe;Boursier des lycées (code);Boursier des lycées;Boursier (Code);Boursier;Type établissement;Type établissement (Code);UAI établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Pays établissement (Code);Série/Domaine/Filière;Spécialité/Mention/Voie;Spécialité (Code);Série diplôme;Série diplôme (Code);Dominante diplôme (Code);Dominante diplôme;Spécialité diplôme;Spécialité diplôme (Code);Date de validation;Candidature validée (O/N);Candidature validée (Code) 
14084;1063374;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;27/03/2018;Oui;1
14084;580182;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0371418R;Lycée Jacques De Vaucanson;Tours;37;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;27/03/2018;Oui;1
101103;1164017;Bac STMG;M;0;Non;0;Non boursier;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;;Non;0
14084;1252220;Bac S;M;0;Non;0;Non boursier;;;;Universidad San Jorge;Saragosse;99;Espagne;99134;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;31/03/2018;Oui;1
14084;594725;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0230025C;Lycée Raymond Loewy;La Souterraine;23;France;99100;S;Physique-chimie;32;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;11/03/2018;Oui;1
14084;296035;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870056N;Lycée Turgot;Limoges;87;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;27/03/2018;Oui;1
14114;1016218;Bac STI2D;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;851108;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;29/03/2018;Oui;1
14084;325840;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0360019A;Lycée George Sand;La Châtre;36;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;30/03/2018;Oui;1
14114;393438;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0460010L;Lycée Champollion;Figeac;46;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;21/02/2018;Oui;1
14084;363924;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0580753D;Lycée Alain Colas;Nevers;58;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;25/03/2018;Oui;1
14118;169079;Bac L;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0240024W;Lycée Bertran De Born;Périgueux;24;France;99100;L;Langue renforcée;23;Littéraire;L;;;Langue renforcée;23;;Non;0
14114;713157;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0860037Y;Lycée Nelson Mandela;Poitiers;86;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;26/03/2018;Oui;1
14114;417053;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0240035H;Lycée Pre De Cordy;Sarlat-la-Canéda;24;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;28/03/2018;Oui;1
101103;1006732;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0754042L;Lycée Le Rebours;Paris 13e  Arrondissement;75;France;99100;;;;Sciences et Technologies du Management et de la Gestion;STMG;;;Ressources Humaines et Communication;537;29/03/2018;Oui;1
14119;598528;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0861223M;Lycée Pilote Innovant International;Jaunay-Marigny;86;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;27/03/2018;Oui;1
14084;775188;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0180036S;Lycée Henri Brisson;Vierzon;18;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;29/03/2018;Oui;1
14084;168968;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0240024W;Lycée Bertran De Born;Périgueux;24;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;26/03/2018;Oui;1
14084;479011;Bac S;M;0;Non;1;Boursier du secondaire;Lycée à classe postbac;1;0350053T;Lycée Bertrand D'Argentre;Vitré;35;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14114;163477;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0451483T;Lycée Maurice Genevoix;Ingré;45;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;24/03/2018;Oui;1
14084;852669;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0370009J;Lycée Francois Rabelais;Chinon;37;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14119;237434;Bac ES;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0590117G;Lycée Louis Pasteur;Lille;59;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;28/03/2018;Oui;1
14084;317361;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0180035R;Lycée Edouard Vaillant;Vierzon;18;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;29/03/2018;Oui;1
14119;329886;Bac ES;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870017W;Lycée Auguste Renoir;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;27/03/2018;Oui;1
14084;791648;Bac S;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0470038L;Lycée des métiers du tertiaire et du social Georges Leygues;Villeneuve-sur-Lot;47;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;31/03/2018;Oui;1
14119;574943;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0560051B;Lycée Alain René Lesage;Vannes;56;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
101103;528722;Bac STMG;M;1;Oui;1;Boursier du secondaire;Lycée sans classe postbac;2;0330010G;Lycée Anatole De Monzie;Bazas;33;France;99100;STMG;Mercatique;206;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;31/03/2018;Oui;1
14114;460941;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0790024X;Lycée Paul Guerin;Niort;79;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;21/03/2018;Oui;1
14118;260229;Bac L;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190011J;Lycée d'Arsonval;Brive-la-Gaillarde;19;France;99100;L;Cinéma-audiovisuel;26;Littéraire;L;;;Cinéma-audiovisuel;26;30/03/2018;Oui;1
14118;1161228;Bac L;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Licence - Sciences humaines et sociales;Sciences du langage;;Littéraire;L;;;Langue renforcée;23;;Non;0
14084;141740;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0790029C;Lycée Ernest Perochon;Parthenay;79;France;99100;S;Mathématiques;11;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;31/03/2018;Oui;1
14084;839233;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0630018C;Lycée Blaise Pascal;Clermont-Ferrand;63;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;28/03/2018;Oui;1
14114;820639;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0240005A;Lycée Maine De Biran;Bergerac;24;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;250689;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0460026D;Lycée Jean-Lurçat;Saint-Céré;46;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14119;473152;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0170027M;Lycée René-Josué Valin;La Rochelle;17;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;24/03/2018;Oui;1
14084;888227;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0410002E;Lycée F Philibert Dessaignes;Blois;41;France;99100;S;Sciences de la vie et de la terre;34;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;27/03/2018;Oui;1
101103;261762;Bac STMG;F;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0360043B;Lycée Blaise Pascal;Châteauroux;36;France;99100;STMG;Systèmes d'information et de gestion;538;Sciences et Technologies du Management et de la Gestion;STMG;;;Systèmes d'information et de gestion;538;27/03/2018;Oui;1
14119;459388;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160022M;Lycée Emile Roux;Confolens;16;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;10/03/2018;Oui;1
14118;545185;Bac L;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0190038N;Lycée Bernart de Ventadour;Ussel;19;France;99100;L;Mathématiques;11;Littéraire;L;;;Mathématiques;11;21/03/2018;Oui;1
14084;598531;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0861223M;Lycée Pilote Innovant International;Jaunay-Marigny;86;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;30/03/2018;Oui;1
14084;723479;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;26/03/2018;Oui;1
14119;607478;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870019Y;Lycée Suzanne Valadon;Limoges;87;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;05/03/2018;Oui;1
14119;598313;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0332835C;Lycée Philippe Cousteau;Saint-André-de-Cubzac;33;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14114;767167;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0330018R;Lycée des Métiers Léonard de Vinci;Blanquefort;33;France;99100;STI2D;Architecture et construction;337;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Architecture et construction;337;28/03/2018;Oui;1
60251;265303;Bac STD2A;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0160004T;Lycée Charles A. COULOMB;Angoulême;16;France;99100;STD2A;;;Sciences Technologiques du Design et des Arts Appliquées;STD2A;;;;;30/03/2018;Oui;1
14084;851151;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;S;Physique-chimie;32;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;11/03/2018;Oui;1
14114;296003;Bac STI2D;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870056N;Lycée Turgot;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;31/03/2018;Oui;1
14119;217802;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0241137F;Lycée Jay De Beaufort;Périgueux;24;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;30/03/2018;Oui;1
14119;768122;Bac ES;F;1;Oui;1;Boursier du secondaire;Lycée sans classe postbac;2;0332831Y;Lycée Sud Medoc La Boétie;Le Taillan-Médoc;33;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;29/03/2018;Oui;1
14119;862184;Bac ES;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0640011P;Lycée Louis De Foix;Bayonne;64;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14084;295932;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870056N;Lycée Turgot;Limoges;87;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;26/03/2018;Oui;1
14119;707962;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0190058K;Lycée Bossuet;Brive-la-Gaillarde;19;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;30/03/2018;Oui;1
14114;491359;Bac STI2D;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0370016S;lycée polyvalent Thérèse Planiol ;Loches;37;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;29/03/2018;Oui;1
14119;473007;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0170027M;Lycée René-Josué Valin;La Rochelle;17;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;29/03/2018;Oui;1
1539;129809;Autres candidats;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0170087C;Lycée agricole Georges Desclaude;Saintes;17;France;99100;STAV;;;Sciences et Technologies de l'agronomie et du vivant;STAV;;;Technologies de la production agricole;545;31/03/2018;Oui;1
14084;851099;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;S;Mathématiques;11;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;29/03/2018;Oui;1
14114;861679;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0630021F;Lycée La Fayette;Clermont-Ferrand;63;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14114;225618;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0940118T;Lycée Louis Armand;Nogent-sur-Marne;94;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;410472;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0772292Y;Lycée Martin Luther King;Bussy-Saint-Georges;77;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14084;548357;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0110007Y;Lycée Jules Fil;Carcassonne;11;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;29/03/2018;Oui;1
14114;305659;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0171455P;Lycée Marcel Dassault;Rochefort;17;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;06/03/2018;Oui;1
14119;386119;Bac ES;F;0;Non;0;Non boursier;Lycée sans classe postbac;2;0650040R;Lycée La Serre De Sarsan;Lourdes;65;France;99100;ES;Mathématiques;11;Economique et social;ES;;;Mathématiques;11;18/03/2018;Oui;1
14119;886697;Bac ES;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0451484U;Lycée Francois Villon;Beaugency;45;France;99100;ES;Economie approfondie;352;Economique et social;ES;;;Economie approfondie;352;01/03/2018;Oui;1
14084;886611;Bac S;M;0;Non;0;Non boursier;Lycée sans classe postbac;2;0451484U;Lycée Francois Villon;Beaugency;45;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14114;281219;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0370038R;Lycée Grandmont;Tours;37;France;99100;STI2D;Innovation Technologique et Eco conception;339;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
101103;851058;Bac STMG;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870040W;Lycée Paul Eluard;Saint-Junien;87;France;99100;STMG;Mercatique;206;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;30/03/2018;Oui;1
14084;305765;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0450042B;Lycée des Métiers Durzy;Villemandeur;45;France;99100;S;Pas de spécialité (S.I);36;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;29/03/2018;Oui;1
14084;723553;Bac S;M;1;Oui;1;Boursier du secondaire;Lycée à classe postbac;1;0190010H;Lycée Georges Cabanis;Brive-la-Gaillarde;19;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;;Non;0
14084;1146065;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;;Non;0
14119;167028;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870016V;Lycée Leonard Limosin;Limoges;87;France;99100;ES;Sciences sociales et politiques;353;Economique et social;ES;;;Sciences sociales et politiques;353;;Non;0
14084;1230868;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;;Non;0
14084;544636;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0220018A;Lycée Auguste Pavie;Guingamp;22;France;99100;S;Informatique et Sciences du numérique;350;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;30/03/2018;Oui;1
14114;261496;Bac STI2D;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0870118F;Lycée Raoul Dautry;Limoges;87;France;99100;STI2D;Système informatique et numérique;340;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;28/03/2018;Oui;1
